,distortion_lvl,distortion_type,inference_time,p_tar
99,0.0,pristine,0.3500027656555176,0.7
100,0.0,pristine,0.3830022811889648,0.7
101,0.0,pristine,0.3690006732940674,0.7
102,0.0,pristine,0.3820023536682129,0.7
103,0.0,pristine,0.3930013179779053,0.7
104,0.0,pristine,0.3786070346832275,0.7
105,0.0,pristine,0.3655896186828613,0.7
106,0.0,pristine,0.3633649349212646,0.7
107,0.0,pristine,0.3749969005584717,0.7
108,0.0,pristine,0.3750011920928955,0.7
109,0.0,pristine,0.3593707084655761,0.7
110,0.0,pristine,0.3437509536743164,0.7
111,0.0,pristine,0.3906228542327881,0.7
112,0.0,pristine,0.3593735694885254,0.7
113,0.0,pristine,0.3906223773956299,0.7
114,0.0,pristine,0.3593740463256836,0.7
115,0.0,pristine,0.4062445163726806,0.7
116,0.0,pristine,0.3593747615814209,0.7
117,0.0,pristine,0.3749959468841553,0.7
118,0.0,pristine,0.3906199932098388,0.7
119,0.0,pristine,0.3593716621398926,0.7
120,0.0,pristine,0.328118085861206,0.7
121,0.0,pristine,0.3281264305114746,0.7
122,0.0,pristine,0.3593711853027344,0.7
123,0.0,pristine,0.359372615814209,0.7
124,0.0,pristine,0.3906223773956299,0.7
125,0.0,pristine,0.4062480926513672,0.7
126,0.0,pristine,0.3281271457672119,0.7
127,0.0,pristine,0.3906228542327881,0.7
128,0.0,pristine,0.3906219005584717,0.7
129,0.0,pristine,0.3906219005584717,0.7
130,0.0,pristine,0.368241548538208,0.7
131,0.0,pristine,0.3636908531188965,0.7
132,0.0,pristine,0.3437469005584717,0.7
133,0.0,pristine,0.3906230926513672,0.7
134,0.0,pristine,0.3593733310699463,0.7
135,0.0,pristine,0.3749988079071045,0.7
136,0.0,pristine,0.3749988079071045,0.7
137,0.0,pristine,0.4062492847442627,0.7
138,0.0,pristine,0.390625,0.7
139,0.0,pristine,0.4326486587524414,0.7
140,0.0,pristine,0.4110004901885986,0.7
141,0.0,pristine,0.4669778347015381,0.7
142,0.0,pristine,0.406247615814209,0.7
143,0.0,pristine,0.3281233310699463,0.7
144,0.0,pristine,0.3593769073486328,0.7
145,0.0,pristine,0.4218723773956299,0.7
146,0.0,pristine,0.380730390548706,0.7
147,0.0,pristine,0.4084572792053222,0.7
148,0.0,pristine,0.4118292331695556,0.7
149,0.0,pristine,0.3876180648803711,0.7
150,0.0,pristine,0.4062483310699463,0.7
151,0.0,pristine,0.3906211853027344,0.7
152,0.0,pristine,0.4062488079071045,0.7
153,0.0,pristine,0.4062488079071045,0.7
154,0.0,pristine,0.3593735694885254,0.7
155,0.0,pristine,0.3622682094573974,0.7
156,0.0,pristine,0.24995946884155273,0.7
