,inference_time,distortion_lvl,distortion_type,p_tar
678,0.3859989643096924,0.0,pristine,0.5
679,0.4050004482269287,0.0,pristine,0.5
680,0.3379993438720703,0.0,pristine,0.5
681,0.3619997501373291,0.0,pristine,0.5
682,0.3889987468719482,0.0,pristine,0.5
683,0.3800022602081299,0.0,pristine,0.5
684,0.3800020217895508,0.0,pristine,0.5
685,0.2656240463256836,0.0,pristine,0.8
686,0.3124992847442627,0.0,pristine,0.8
687,0.2812585830688476,0.0,gaussian_blur,0.8
688,0.2343719005584716,0.0,pristine,0.8
689,0.2968888282775879,0.0,pristine,0.8
690,0.28125,0.0,pristine,0.8
691,0.296872615814209,0.0,pristine,0.8
692,0.2968740463256836,0.0,pristine,0.8
693,0.3281219005584717,0.0,pristine,0.8
694,0.3019309043884277,0.0,pristine,0.8
695,0.2816753387451172,0.0,pristine,0.8
696,0.2968721389770508,0.0,pristine,0.8
697,0.3124990463256836,0.0,pristine,0.8
698,0.3593697547912597,0.0,pristine,0.8
699,0.3906245231628418,0.0,pristine,0.8
700,0.3437464237213135,0.0,pristine,0.8
701,0.3593747615814209,0.0,pristine,0.8
702,0.3437495231628418,0.0,pristine,0.8
703,0.3437473773956299,0.0,pristine,0.8
704,0.3906245231628418,0.0,pristine,0.8
705,0.3749971389770508,0.0,pristine,0.8
706,0.3593721389770508,0.0,pristine,0.8
707,0.4205849170684814,0.0,pristine,0.8
708,0.376000165939331,0.0,pristine,0.8
709,0.4129979610443115,0.0,pristine,0.8
710,0.3650023937225342,0.0,pristine,0.8
711,0.4260001182556152,0.0,pristine,0.8
712,0.3880000114440918,0.0,pristine,0.8
713,0.3599984645843506,0.0,pristine,0.8
714,0.4579994678497314,0.0,pristine,0.8
715,0.3679990768432617,0.0,pristine,0.8
716,0.3720004558563232,0.0,pristine,0.8
717,0.3829972743988037,0.0,pristine,0.8
718,0.3600022792816162,0.0,pristine,0.8
719,0.3840012550354004,0.0,pristine,0.8
720,0.3760027885437011,0.0,pristine,0.8
721,0.3860006332397461,0.0,pristine,0.8
722,0.3340013027191162,0.0,pristine,0.8
723,0.3830022811889648,0.0,pristine,0.8
724,0.4100146293640136,0.0,pristine,0.8
725,0.3470005989074707,0.0,pristine,0.8
726,0.4229969978332519,0.0,gaussian_blur,0.8
727,0.3680009841918945,0.0,pristine,0.8
728,0.3819999694824219,0.0,pristine,0.8
729,0.3879983425140381,0.0,pristine,0.8
730,0.3710010051727295,0.0,pristine,0.8
731,0.3660016059875488,0.0,pristine,0.8
732,0.3920018672943115,0.0,pristine,0.8
733,0.3930015563964844,0.0,pristine,0.8
734,0.3950004577636719,0.0,pristine,0.8
735,0.3700003623962402,0.0,pristine,0.8
736,0.3860011100769043,0.0,pristine,0.8
737,0.3879990577697754,0.0,pristine,0.8
738,0.3620004653930664,0.0,pristine,0.8
739,0.3869993686676025,0.0,pristine,0.8
740,0.3829975128173828,0.0,pristine,0.8
741,0.4029996395111084,0.0,pristine,0.8
742,0.3489999771118164,0.0,pristine,0.8
743,0.3900020122528076,0.0,pristine,0.8
744,0.3909966945648193,0.0,pristine,0.8
745,0.3890044689178467,0.0,pristine,0.8
746,0.3740012645721435,0.0,pristine,0.8
747,0.4120011329650879,0.0,pristine,0.8
748,0.3560023307800293,0.0,pristine,0.8
749,0.3609986305236816,0.0,pristine,0.8
750,0.3699996471405029,0.0,pristine,0.8
751,0.3930020332336426,0.0,pristine,0.8
752,0.3860337734222412,0.0,pristine,0.8
753,0.4374909400939941,0.0,pristine,0.8
754,0.3866171836853027,0.0,pristine,0.8
755,0.3749985694885254,0.0,pristine,0.8
